Total_disabled_population_Males,Total_disabled_population_Females,Main_worker_Males,Main_worker_Females,Marginal_worker_Less_than_3_months_Males,Marginal_worker_Less_than_3months_Females,Marginal_worker_3to6_months_Males,Marginal_worker_3to6_months_Females,Non_worker_Males,Non_worker_Females,Total_Rural_Urban_Rural,Total_Rural_Urban_Total,Total_Rural_Urban_Urban,Disability_Any_Other,Disability_In_Hearing,Disability_In_Movement,Disability_In_Seeing,Disability_In_Speech,Disability_Mental_Illness,Disability_Mental_Retardation,Disability_Multiple_Disability,Disability_Total,Age_group_0to14,Age_group_15to59,Age_group_60+,Age_group_AgeNotStated,Age_group_Total
24,27,0,0,0,0,0,0,24,27,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
277,145,165,31,1,2,6,4,105,108,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
65,80,9,4,2,0,0,0,54,76,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
98,78,13,3,0,0,3,1,82,74,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
23,14,0,0,0,0,0,0,23,14,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
75,61,13,3,0,0,3,1,59,57,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,3,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
54,35,6,1,0,0,0,1,48,33,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10,6,0,0,0,0,0,0,10,6,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
39,21,6,1,0,0,0,1,33,19,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
5,8,0,0,0,0,0,0,5,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
182,82,121,19,1,0,3,1,57,62,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
28,18,0,1,0,0,0,0,28,17,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
140,58,117,16,1,0,3,1,19,41,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
14,5,4,2,0,0,0,0,10,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
116,91,18,4,0,0,1,0,97,87,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
34,15,0,1,0,0,0,0,34,14,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
62,51,18,2,0,0,0,0,44,49,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
20,24,0,1,0,0,1,0,19,23,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
451,326,194,40,5,5,11,7,241,274,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
71,52,1,0,0,0,0,0,70,52,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
313,196,175,34,2,2,9,5,127,155,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
66,74,17,6,3,3,2,2,44,63,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,4,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
95,51,65,6,0,1,2,0,28,44,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11,4,0,0,0,0,0,0,11,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
66,30,56,6,0,0,2,0,8,24,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
17,16,8,0,0,1,0,0,9,15,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
36,44,22,5,2,2,1,2,11,35,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5,4,1,0,0,0,0,0,4,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
23,21,18,5,1,0,0,0,4,16,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
8,19,3,0,1,2,1,2,3,15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
33,23,13,1,0,0,1,1,19,21,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8,7,0,0,0,0,0,0,8,7,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
24,14,13,1,0,0,1,1,10,12,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,2,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
145,109,63,18,3,2,3,1,76,88,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9,14,0,0,0,0,0,0,9,14,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
107,65,59,14,1,2,3,1,44,48,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
29,29,4,4,2,0,0,0,23,25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
37,29,3,2,0,0,2,1,32,26,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
10,6,0,0,0,0,0,0,10,6,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
27,23,3,2,0,0,2,1,22,20,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
20,14,2,0,0,0,0,1,18,13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3,4,0,0,0,0,0,0,3,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
16,8,2,0,0,0,0,1,14,7,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,2,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
37,28,17,6,0,0,1,1,19,21,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
10,6,0,0,0,0,0,0,10,6,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
24,20,15,5,0,0,1,1,8,14,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3,1,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
48,28,9,2,0,0,1,0,38,26,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
15,7,0,0,0,0,0,0,15,7,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
26,15,9,1,0,0,0,0,17,14,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7,5,0,1,0,0,1,0,6,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
849,570,423,64,4,2,13,6,409,498,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
110,87,2,2,0,0,0,0,108,85,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
633,328,403,61,4,2,12,6,214,259,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
105,155,17,1,0,0,1,0,87,154,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
127,109,69,16,2,1,2,2,54,90,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
16,18,2,0,0,0,0,0,14,18,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
89,65,61,16,2,1,2,2,24,46,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
22,26,6,0,0,0,0,0,16,26,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
122,107,78,12,1,1,1,0,42,94,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12,22,0,0,0,0,0,0,12,22,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
93,42,75,12,1,1,0,0,17,29,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
17,43,3,0,0,0,1,0,13,43,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
70,23,37,2,0,0,4,1,29,20,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
10,4,0,0,0,0,0,0,10,4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
58,16,36,2,0,0,4,1,18,13,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2,3,1,0,0,0,0,0,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
222,144,112,17,0,0,3,3,107,124,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
15,13,0,0,0,0,0,0,15,13,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
170,80,106,17,0,0,3,3,61,60,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
36,51,5,0,0,0,0,0,31,51,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
61,49,10,1,0,0,1,0,50,48,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
13,8,0,0,0,0,0,0,13,8,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
48,38,10,1,0,0,1,0,37,37,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,3,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
34,21,4,1,0,0,0,0,30,20,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7,2,0,0,0,0,0,0,7,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23,13,4,1,0,0,0,0,19,12,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4,6,0,0,0,0,0,0,4,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
145,54,104,13,1,0,2,0,38,41,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
18,12,0,1,0,0,0,0,18,11,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
116,38,102,11,1,0,2,0,11,27,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
11,4,2,1,0,0,0,0,9,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
68,63,9,2,0,0,0,0,59,61,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
19,8,0,1,0,0,0,0,19,7,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
36,36,9,1,0,0,0,0,27,35,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
13,19,0,0,0,0,0,0,13,19,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1893,1401,725,158,30,26,90,130,1048,1087,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
479,351,4,8,2,1,3,1,470,341,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1205,823,671,140,23,18,73,118,438,547,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
206,224,50,10,5,7,13,11,138,196,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3,3,0,0,0,0,1,0,2,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
234,195,104,20,4,2,11,16,115,157,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
42,46,0,1,0,0,0,0,42,45,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
155,97,93,17,3,1,9,14,50,65,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
37,52,11,2,1,1,2,2,23,47,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
404,311,195,30,4,5,17,37,188,239,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
93,70,1,3,0,0,1,0,91,67,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
245,164,176,25,2,4,11,32,56,103,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
63,74,18,2,2,1,4,5,39,66,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3,3,0,0,0,0,1,0,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
115,86,43,8,1,0,9,6,62,72,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
37,27,0,2,0,0,0,0,37,25,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
75,55,41,6,1,0,9,6,24,43,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3,4,2,0,0,0,0,0,1,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
440,242,175,39,6,2,20,14,239,187,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
71,28,2,0,0,0,0,0,69,28,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
305,170,163,37,5,1,18,13,119,119,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
64,44,10,2,1,1,2,1,51,40,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
95,85,5,6,2,1,8,5,80,73,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
40,25,0,1,0,0,0,0,40,24,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
51,58,5,5,2,1,6,5,38,47,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4,2,0,0,0,0,2,0,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
70,45,11,7,1,2,3,2,55,34,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8,6,0,0,0,0,0,0,8,6,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
54,36,10,6,1,2,3,1,40,27,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
8,3,1,1,0,0,0,1,7,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
266,217,138,39,1,3,12,17,115,158,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
71,67,1,1,0,0,2,0,68,66,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
182,136,133,37,1,3,9,16,39,80,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
13,14,4,1,0,0,1,1,8,12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
269,220,54,9,11,11,10,33,194,167,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
117,82,0,0,2,1,0,1,115,80,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
138,107,50,7,8,6,8,31,72,63,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
14,31,4,2,1,4,2,1,7,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1097,859,366,109,26,23,75,109,630,618,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
275,214,0,6,2,1,1,1,272,206,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
681,466,333,93,20,15,63,98,265,260,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
138,176,33,10,4,7,10,10,91,149,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3,3,0,0,0,0,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
136,124,53,11,3,1,8,12,72,100,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
23,23,0,1,0,0,0,0,23,22,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
91,56,48,8,2,0,7,11,34,37,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
22,45,5,2,1,1,1,1,15,41,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
220,173,88,25,3,5,15,31,114,112,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
52,33,0,3,0,0,0,0,52,30,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
116,84,74,20,2,4,10,26,30,34,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
49,53,14,2,1,1,4,5,30,45,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3,3,0,0,0,0,1,0,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
68,51,24,4,1,0,9,6,34,41,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20,18,0,1,0,0,0,0,20,17,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
45,30,22,3,1,0,9,6,13,21,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3,3,2,0,0,0,0,0,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
243,145,88,24,4,2,18,12,133,107,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
33,15,0,0,0,0,0,0,33,15,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
172,96,83,22,3,1,16,11,70,62,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
38,34,5,2,1,1,2,1,30,30,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
67,51,5,5,2,1,8,4,52,41,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
26,16,0,0,0,0,0,0,26,16,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
38,33,5,5,2,1,6,4,25,23,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3,2,0,0,0,0,2,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
50,35,8,5,1,2,2,2,39,26,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5,5,0,0,0,0,0,0,5,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
40,27,7,4,1,2,2,1,30,20,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
5,3,1,1,0,0,0,1,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
135,113,65,30,1,2,8,10,61,71,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
41,40,0,1,0,0,1,0,40,39,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
85,63,62,28,1,2,6,9,16,24,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
9,10,3,1,0,0,1,1,5,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
178,167,35,5,11,10,7,32,125,120,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
75,64,0,0,2,1,0,1,73,62,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
94,77,32,3,8,5,7,30,47,39,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9,26,3,2,1,4,0,1,5,19,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
796,542,359,49,4,3,15,21,418,469,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
204,137,4,2,0,0,2,0,198,135,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
524,357,338,47,3,3,10,20,173,287,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
68,48,17,0,1,0,3,1,47,47,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
98,71,51,9,1,1,3,4,43,57,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
19,23,0,0,0,0,0,0,19,23,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
64,41,45,9,1,1,2,3,16,28,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
15,7,6,0,0,0,1,1,8,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
184,138,107,5,1,0,2,6,74,127,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
41,37,1,0,0,0,1,0,39,37,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
129,80,102,5,0,0,1,6,26,69,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
14,21,4,0,1,0,0,0,9,21,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
47,35,19,4,0,0,0,0,28,31,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
17,9,0,1,0,0,0,0,17,8,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
30,25,19,3,0,0,0,0,11,22,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
197,97,87,15,2,0,2,2,106,80,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
38,13,2,0,0,0,0,0,36,13,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
133,74,80,15,2,0,2,2,49,57,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
26,10,5,0,0,0,0,0,21,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
28,34,0,1,0,0,0,1,28,32,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
14,9,0,1,0,0,0,0,14,8,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
13,25,0,0,0,0,0,1,13,24,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
20,10,3,2,0,0,1,0,16,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3,1,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
14,9,3,2,0,0,1,0,10,7,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
131,104,73,9,0,1,4,7,54,87,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
30,27,1,0,0,0,1,0,28,27,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
97,73,71,9,0,1,3,7,23,56,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4,4,1,0,0,0,0,0,3,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
91,53,19,4,0,1,3,1,69,47,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
42,18,0,0,0,0,0,0,42,18,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
44,30,18,4,0,1,1,1,25,24,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
5,5,1,0,0,0,2,0,2,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1692285,1271107,790392,290750,15600,12340,76924,62331,809369,905686,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
324527,259457,8308,5800,653,637,3241,2927,312325,250093,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1084860,760673,678543,242027,11433,8390,61029,48565,333855,461691,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
