Total_disabled_population_Males,Total_disabled_population_Females,Main_worker_Males,Main_worker_Females,Marginal_worker_Less_than_3_months_Males,Marginal_worker_Less_than_3months_Females,Marginal_worker_3to6_months_Males,Marginal_worker_3to6_months_Females,Non_worker_Males,Non_worker_Females,Total_Rural_Urban_Rural,Total_Rural_Urban_Total,Total_Rural_Urban_Urban,Disability_Any_Other,Disability_In_Hearing,Disability_In_Movement,Disability_In_Seeing,Disability_In_Speech,Disability_Mental_Illness,Disability_Mental_Retardation,Disability_Multiple_Disability,Disability_Total,Age_group_0to14,Age_group_15to59,Age_group_60+,Age_group_AgeNotStated,Age_group_Total
271468,242288,97756,40605,3403,3236,11887,10187,158422,188260,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
11430,8689,5785,2318,111,77,767,652,4767,5642,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
311835,262217,151181,59138,2671,2638,13723,12522,144260,187919,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
65010,55277,1562,1066,105,131,708,644,62635,53436,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
184927,139326,126162,46848,1746,1549,10099,8912,46920,82017,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
59805,66077,22352,10825,796,947,2787,2835,33870,51470,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2093,1537,1105,399,24,11,129,131,835,996,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
264956,208315,134856,47580,2438,2112,12694,11183,114968,147440,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
50343,42987,1417,1030,103,95,681,602,48142,41260,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
163474,117702,113474,38696,1617,1295,9632,8438,38751,69273,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
49389,46293,19065,7533,705,712,2276,2048,27343,36000,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1750,1333,900,321,13,10,105,95,732,907,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
260792,212818,153202,64408,2369,2153,13835,12753,91386,133504,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
42655,35299,1813,1349,138,138,607,583,40097,33229,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
183873,148761,134084,55568,1826,1636,11240,10465,36723,81092,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
31582,26545,15786,6839,378,359,1759,1538,13659,17809,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2682,2213,1519,652,27,20,229,167,907,1374,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
357348,191070,167243,42341,3929,1952,16501,8105,169675,138672,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
37728,23173,768,397,68,46,170,129,36722,22601,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
243708,117445,144978,35695,3003,1365,13697,6528,82030,73857,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
74890,49835,21042,6100,845,532,2593,1420,50410,41783,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1022,617,455,149,13,9,41,28,513,431,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
90408,69801,18125,7914,582,451,2341,1914,69360,59522,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
28478,20506,473,344,40,32,166,147,27799,19983,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
58056,45496,16324,6900,500,373,2017,1622,39215,36601,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3484,3490,1185,616,38,44,139,128,2122,2702,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
390,309,143,54,4,2,19,17,224,236,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
32907,25846,7908,3464,405,309,1234,1022,23360,21051,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2667,2066,76,42,12,4,22,24,2557,1996,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
26327,19476,7012,2965,356,255,1089,852,17870,15404,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3749,4159,779,443,35,50,115,137,2820,3529,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
164,145,41,14,2,0,8,9,113,122,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
279048,231688,136944,58497,2394,2136,13615,12772,126095,158283,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
72037,62437,1802,1317,153,172,773,693,69309,60255,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
173239,138000,119495,49675,1849,1563,10975,10239,40920,76523,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
30895,29036,14177,6829,364,380,1665,1657,14689,20170,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2877,2215,1470,676,28,21,202,183,1177,1335,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
94991,69352,20933,7408,812,589,2981,2060,70265,59295,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
25609,17712,397,255,34,19,114,105,25064,17333,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
51256,34467,17014,5680,536,354,2280,1509,31426,26924,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
17674,16853,3370,1420,242,212,553,424,13509,14797,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
452,320,152,53,0,4,34,22,266,241,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
950781,715354,438586,205484,10522,9731,48274,45424,453399,454715,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
189317,147580,5040,3770,546,541,1640,1528,182091,141741,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
575643,398795,358229,166264,7114,6270,37267,35105,173033,191156,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
180159,164576,72494,33925,2793,2865,8993,8416,95879,119370,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5662,4403,2823,1525,69,55,374,375,2396,2448,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
171367,149899,80174,42296,1757,2147,8706,9407,80730,96049,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
36527,30815,901,699,92,113,346,313,35188,29690,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
91541,69601,61746,31974,984,1147,6052,6527,22759,29953,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
42244,48679,16986,9352,663,877,2237,2491,22358,35959,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1055,804,541,271,18,10,71,76,425,447,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
132348,105391,66827,31903,1609,1632,7457,7555,56455,64301,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
25426,20614,788,610,86,77,323,282,24229,19645,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
74180,53522,51622,24881,909,915,5376,5544,16273,22182,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31934,30643,13997,6224,605,632,1716,1682,15616,22105,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
808,612,420,188,9,8,42,47,337,369,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
131871,108964,77772,43270,1385,1555,7789,8857,44925,55282,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
24527,19670,1108,873,100,111,328,309,22991,18377,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
88495,73059,65226,36555,1013,1147,6230,7305,16026,28052,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
17679,15225,10766,5437,258,286,1136,1146,5519,8356,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1170,1010,672,405,14,11,95,97,389,497,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
237783,125570,112736,32322,2952,1664,12161,6731,109934,84853,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
26394,16083,547,314,62,41,108,99,25677,15629,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
158194,74442,95162,26661,2162,1136,9897,5376,50973,41269,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
52543,34645,16742,5233,719,479,2127,1236,32955,27697,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
652,400,285,114,9,8,29,20,329,258,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
51165,41153,10741,6062,421,380,1515,1485,38488,33226,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
17814,13068,332,253,35,30,107,97,17340,12688,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
31206,25889,9543,5279,352,315,1299,1281,20012,19014,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1962,2026,815,493,30,33,99,96,1018,1404,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
183,170,51,37,4,2,10,11,118,120,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
18658,15314,5391,2806,318,272,883,865,12066,11371,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1344,1057,46,26,12,3,16,10,1270,1018,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
14975,11561,4749,2394,275,225,776,734,9175,8208,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2263,2639,576,377,30,44,85,115,1572,2103,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
76,57,20,9,1,0,6,6,49,42,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
146452,124290,71569,41151,1482,1590,7754,8917,65647,72632,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
40490,35060,1033,823,133,151,349,346,38975,33740,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
85889,69911,59844,34268,1057,1100,6164,7179,18824,27364,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
18599,18138,9935,5595,278,325,1136,1286,7250,10932,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1474,1181,757,465,14,14,105,106,598,596,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
61137,44773,13376,5674,598,491,2009,1607,45154,37001,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
16795,11213,285,172,26,15,63,72,16421,10954,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
31163,20810,10337,4252,362,285,1473,1159,18991,15114,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
12935,12581,2677,1214,210,189,457,364,9591,10814,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
244,169,77,36,0,2,16,12,151,119,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
741504,555753,351806,85266,5078,2609,28650,16907,355970,450971,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
135210,111877,3268,2030,107,96,1601,1399,130234,108352,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
509217,361878,320314,75763,4319,2120,23762,13460,160822,270535,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
91309,77712,25262,6680,610,371,2894,1771,62543,68890,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5768,4286,2962,793,42,22,393,277,2371,3194,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
140468,112318,71007,16842,914,491,5017,3115,63530,91870,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
28483,24462,661,367,13,18,362,331,27447,23746,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
93386,69725,64416,14874,762,402,4047,2385,24161,52064,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
17561,17398,5366,1473,133,70,550,344,11512,15511,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1038,733,564,128,6,1,58,55,410,549,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
132608,102924,68029,15677,829,480,5237,3628,58513,83139,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24917,22373,629,420,17,18,358,320,23913,21615,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
89294,64180,61852,13815,708,380,4256,2894,22478,47091,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
17455,15650,5068,1309,100,80,560,366,11727,13895,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
942,721,480,133,4,2,63,48,395,538,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
128921,103854,75430,21138,984,598,6046,3896,46461,78222,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
18128,15629,705,476,38,27,279,274,17106,14852,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
95378,75702,68858,19013,813,489,5010,3160,20697,53040,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
13903,11320,5020,1402,120,73,623,392,8140,9453,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1512,1203,847,247,13,9,134,70,518,877,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
119565,65500,54507,10019,977,288,4340,1374,59741,53819,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
11334,7090,221,83,6,5,62,30,11045,6972,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
85514,43003,49816,9034,841,229,3800,1152,31057,32588,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
22347,15190,4300,867,126,53,466,184,17455,14086,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
370,217,170,35,4,1,12,8,184,173,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
39243,28648,7384,1852,161,71,826,429,30872,26296,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
10664,7438,141,91,5,2,59,50,10459,7295,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
26850,19607,6781,1621,148,58,718,341,19203,17587,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1522,1464,370,123,8,11,40,32,1104,1298,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
207,139,92,17,0,0,9,6,106,116,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
14249,10532,2517,658,87,37,351,157,11294,9680,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1323,1009,30,16,0,1,6,14,1287,978,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
11352,7915,2263,571,81,30,313,118,8695,7196,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1486,1520,203,66,5,6,30,22,1248,1426,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
88,88,21,5,1,0,2,3,64,80,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
132596,107398,65375,17346,912,546,5861,3855,60448,85651,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
31547,27377,769,494,20,21,424,347,30334,26515,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
87350,68089,59651,15407,792,463,4811,3060,22096,49159,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
12296,10898,4242,1234,86,55,529,371,7439,9238,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1403,1034,713,211,14,7,97,77,579,739,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
33854,24579,7557,1734,214,98,972,453,25111,22294,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
8814,6499,112,83,8,4,51,33,8643,6379,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
20093,13657,6677,1428,174,69,807,350,12435,11810,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4739,4272,693,206,32,23,96,60,3918,3983,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
208,151,75,17,0,2,18,10,115,122,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1224459,1042148,485328,205751,15821,15009,80472,72806,642838,748582,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
205451,172169,5113,3663,500,810,3711,3592,196127,164104,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
758147,612943,401918,171018,11131,10379,61428,56722,283670,374824,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
247027,244789,73121,28802,4035,3708,14187,11434,155684,200845,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
13834,12247,5176,2268,155,112,1146,1058,7357,8809,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
198473,199671,85191,38184,2963,3268,14673,14967,95646,143252,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
28353,25027,743,545,67,57,768,694,26775,23731,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
105740,95061,63598,28324,1632,1836,9621,10206,30889,54695,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
62282,77530,20024,8970,1242,1358,4107,3854,36909,63348,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2098,2053,826,345,22,17,177,213,1073,1478,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
167226,167066,77770,39859,2292,3051,13770,15450,73394,108706,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30455,28123,1314,831,128,303,960,1032,28053,25957,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
98519,96750,62546,32908,1496,2024,10020,11901,24457,49917,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
36002,40015,13028,5754,651,708,2517,2268,19806,31285,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2250,2178,882,366,17,16,273,249,1078,1547,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
121644,97899,62399,25214,1296,1274,7713,7435,50236,63976,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
24233,19596,672,436,66,61,361,340,23134,18759,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
82928,66851,55032,22407,1031,1059,6428,6328,20437,37057,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
13186,10524,6107,2128,185,148,820,701,6074,7547,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1297,928,588,243,14,6,104,66,591,613,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
327947,210987,127827,37145,4532,2817,20112,11327,175476,159698,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
27290,18961,461,334,60,56,220,186,26549,18385,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
219790,132561,108878,31942,3414,2087,16276,9253,91222,89279,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
78777,58040,17722,4637,1032,659,3470,1798,56553,50946,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2090,1425,766,232,26,15,146,90,1152,1088,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
70272,62108,13228,6782,777,581,2878,2508,53389,52237,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
18753,15429,284,235,47,28,187,157,18235,15009,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
46871,42106,11736,6018,667,508,2433,2140,32035,33440,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4006,3983,1072,480,55,41,217,185,2662,3277,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
642,590,136,49,8,4,41,26,457,511,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
22283,20886,4242,2393,306,264,1097,1009,16638,17220,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2928,2278,68,55,10,5,43,33,2807,2185,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
16935,15896,3729,2093,255,234,944,877,12007,12692,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2264,2544,423,227,40,24,100,96,1701,2197,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
156,168,22,18,1,1,10,3,123,146,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
214338,195437,95489,48295,2593,2865,16132,16628,100124,127649,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
48037,43282,1278,1022,83,270,982,997,45694,40993,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
132921,119607,81062,41133,1930,2062,12669,13385,37260,63027,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
28710,28254,11310,5171,524,488,2122,1862,14754,20733,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4670,4294,1839,969,56,45,359,384,2416,2896,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
102276,88094,19182,7879,1062,889,4097,3482,77935,75844,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
25402,19473,293,205,39,30,190,153,24880,19085,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
54443,44111,15337,6193,706,569,3037,2632,35363,34717,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
21800,23899,3435,1435,306,282,834,670,17225,21512,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
631,611,117,46,11,8,36,27,467,530,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
812882,700079,316217,161699,11720,12671,53113,53420,431832,472289,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
127716,105600,2856,2511,390,747,1225,1401,123245,100941,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
484577,392777,253814,133162,7828,8486,40051,41884,182884,209245,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
193850,195639,56993,24477,3428,3362,11350,9542,122079,158258,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6739,6063,2554,1549,74,76,487,593,3624,3845,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
127379,134088,54092,29847,2215,2839,9374,10910,61698,90492,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14034,12164,330,305,44,48,163,151,13497,11660,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
60980,56199,36995,21446,1072,1521,5688,7259,17225,25973,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
51457,64760,16395,7887,1092,1259,3457,3376,30513,52238,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
908,965,372,209,7,11,66,124,463,621,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
96517,100729,46562,31034,1554,2585,7721,10345,40680,56765,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
15055,14451,501,515,81,279,270,410,14203,13247,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
53383,54590,35832,25467,909,1655,5425,8027,11217,19441,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
27427,31001,9955,4861,560,641,1965,1829,14947,23670,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
652,687,274,191,4,10,61,79,313,407,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
76156,61912,38240,19480,889,1009,5038,5683,31989,35740,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
16654,13042,467,353,59,59,177,181,15951,12449,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
50133,41120,33228,17272,692,816,4246,4922,11967,18110,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
8709,7275,4256,1691,132,130,565,536,3756,4918,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
660,475,289,164,6,4,50,44,315,263,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
249840,161880,94254,30316,3682,2491,16159,9681,135745,119392,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
21115,14488,359,288,57,55,132,128,20567,14017,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
163565,98977,78893,25842,2725,1833,12936,7906,69011,63396,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
63750,47442,14503,3999,886,593,2988,1581,45373,41269,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1410,973,499,187,14,10,103,66,794,710,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
47964,44231,8864,5593,617,508,1926,1900,36557,36230,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
13384,11254,208,186,43,24,92,65,13041,10979,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
31496,29814,7839,4971,523,448,1659,1681,21475,22714,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2785,2901,750,404,45,32,156,136,1834,2329,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
299,262,67,32,6,4,19,18,207,208,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
15303,15278,3135,2042,236,211,765,833,11167,12192,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1942,1558,53,45,8,4,20,25,1861,1484,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
11578,11662,2726,1796,194,188,664,724,7994,8954,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1702,1967,343,189,33,19,76,81,1250,1678,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
81,91,13,12,1,0,5,3,62,76,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
123976,115023,57227,36845,1685,2268,9151,11295,55913,64615,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
26748,24227,719,652,66,251,285,355,25678,22969,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
74933,68463,47545,31271,1178,1561,7231,9241,18979,26390,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
19962,20119,7991,4201,411,424,1469,1452,10091,14042,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2333,2214,972,721,30,32,166,247,1165,1214,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
75747,66938,13843,6542,842,760,2979,2773,58083,56863,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
18784,14416,219,167,32,27,86,86,18447,14136,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
38509,31952,10756,5097,535,464,2202,2124,25016,24267,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
18058,20174,2800,1245,269,264,674,551,14315,18114,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
396,396,68,33,6,5,17,12,305,346,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
411577,342069,169111,44052,4101,2338,27359,19386,211006,276293,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
77735,66569,2257,1152,110,63,2486,2191,72882,63163,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
273570,220166,148104,37856,3303,1893,21377,14838,100786,165579,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
53177,49150,16128,4325,607,346,2837,1892,33605,42587,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
7095,6184,2622,719,81,36,659,465,3733,4964,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
