Total_disabled_population_Persons,Total_disabled_population_Males,Total_disabled_population_Females,Main_worker_Persons,Main_worker_Males,Main_worker_Females,Marginal_worker_Less_than_3_months_Persons,Marginal_worker_Less_than_3_months_Males,Marginal_worker_Less_than_3months_Females,Marginal_worker_3to6_months_Persons,Marginal_worker_3to6_months_Males,Marginal_worker_3to6_months_Females,Non_worker_Persons,Non_worker_Males,Non_worker_Females
0.007037518,0.007122016,0.006930426,0.0067391777,0.0073582893,0.0045091067,0.0027074176,0.0036465367,0.0015065942,0.004069475,0.004649291,0.0032427108,0.0076868967,0.0075031254,0.007845795
0.00042595572,0.00046788916,0.00037280994,0.0004462899,0.0005187693,0.00018521545,0.0012104546,0.0013776476,0.00099667,0.0008754826,0.0010462274,0.000632016,0.00033332146,0.0003014237,0.000360902
6.2502346e-05,5.4307966e-05,7.288777e-05,4.0532745e-05,4.4831915e-05,2.504693e-05,1.5257832e-05,1.5105786e-05,1.545225e-05,2.2554494e-05,2.5842444e-05,1.7866176e-05,7.82046e-05,6.70813e-05,8.7822395e-05
0.1180912,0.12033918,0.11524216,0.09924679,0.10486953,0.0789934,0.15996142,0.17162892,0.14504254,0.15272154,0.1659218,0.13389917,0.11994465,0.121520996,0.118581645
0.003785755,0.00390944,0.0036289992,0.0001741619,0.00014748785,0.00027024318,0.0005221569,0.0005166179,0.00052923954,0.00056846533,0.00053172786,0.0006208496,0.0057851486,0.0071933637,0.004567529
0.000101957885,0.0001058138,9.707095e-05,3.4374061e-06,2.5618237e-06,6.5912973e-06,8.3070416e-05,6.0423143e-05,0.0001120288,1.0126508e-05,9.397252e-06,1.1166359e-05,0.0001545932,0.0001945484,0.00012004579
7.887378e-05,8.78001e-05,6.756071e-05,2.864505e-06,2.7448111e-06,3.2956486e-06,0.00017122678,0.00016314248,0.00018156393,1.7951535e-05,1.8794504e-05,1.674954e-05,0.00011452434,0.00015450174,7.99577e-05
7.219841e-05,7.278869e-05,7.145031e-05,8.579193e-05,8.6187065e-05,8.436861e-05,3.2210977e-05,3.0211571e-05,3.476756e-05,4.8791357e-05,5.7949725e-05,3.573235e-05,7.099923e-05,6.771295e-05,7.3840725e-05
1.2306548e-06,1.3343481e-06,1.0992355e-06,8.5935153e-07,9.14937e-07,6.5912974e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.581666e-06,1.894952e-06,1.3107821e-06
0.0066088024,0.0063366187,0.006953764,0.006015174,0.0062122396,0.0053053354,0.003243137,0.003688833,0.002673239,0.004228277,0.0044386354,0.003928325,0.00727086,0.006839387,0.007643935
0.00060928595,0.0006928602,0.0005033653,0.00021841851,0.00024776495,0.00011271118,8.4765736e-05,0.00013293092,2.3178372e-05,7.180614e-05,9.867115e-05,3.349908e-05,0.0008556813,0.0011194113,0.00062764616
0.007877048,0.0069779065,0.009016606,0.0025697474,0.0024476396,0.0030095864,0.009273371,0.008205463,0.010638873,0.0042830524,0.0038082364,0.004960097,0.010456921,0.010565494,0.010363043
0.00020917402,0.00020562303,0.00021367447,1.6041227e-05,1.3175093e-05,2.636519e-05,2.0343776e-05,1.5105786e-05,2.7041435e-05,6.812378e-05,6.0299037e-05,7.9281155e-05,0.00031264263,0.0003698946,0.0002631395
5.593885e-07,4.0030443e-07,7.610092e-07,0.0,0.0,0.0,0.0,0.0,0.0,4.602958e-07,7.831044e-07,0.0,8.201231e-07,6.3165066e-07,9.830866e-07
9.4835e-05,0.00010181076,8.599404e-05,0.00011644213,0.00012681028,7.909557e-05,3.0515665e-05,4.8338516e-05,7.726125e-06,2.6236861e-05,2.9757966e-05,2.1216083e-05,9.6950265e-05,9.841117e-05,9.568709e-05
0.0081514465,0.010131571,0.0056418683,0.009627172,0.010910441,0.005004772,0.014596659,0.018776491,0.009252034,0.015241775,0.02041318,0.007867817,0.006422794,0.007573744,0.005427621
0.15050314,0.16702895,0.12955861,0.15415034,0.16163863,0.1271771,0.1913773,0.21393418,0.16253448,0.15930147,0.18026906,0.12940359,0.14647932,0.16665307,0.12903601
1.7005412e-05,1.4677828e-05,1.9955352e-05,8.736741e-06,8.234433e-06,1.0546076e-05,1.0171888e-05,9.063471e-06,1.1589186e-05,7.825029e-06,9.397252e-06,5.5831797e-06,2.1791842e-05,2.0212821e-05,2.315715e-05
3.4010824e-05,3.5760528e-05,3.179327e-05,4.1965e-05,4.4465938e-05,3.2956486e-05,5.085944e-06,9.063471e-06,0.0,6.904437e-06,7.047939e-06,6.699816e-06,3.5206715e-05,3.5498768e-05,3.4954188e-05
